Medium,Datum,Titel,URL,Inhalt,Kurzkommentar
NDR Podcast,14.11.2025,Russland vor Propagandasieg in Pokrowsk? (mit Franz-Stefan Gady),"https://www.ndr.de/nachrichten/info/russland-vor-propagandasieg-in-pokrowsk-mit-franz-stefan-gady,audio-329946.html","In der Nacht zu Freitag hat Russland die Ukraine erneut massiv angegriffen. Militäranalyst Franz-Stefan Gady hat die Front nahe Pokrowsk kürzlich besucht und schildert im Gespräch mit Host Kai Küstner seine Eindrücke. Die Frage, wie lange sich die Ukraine in Pokrowsk noch wehren kann, ist aus Gadys Sicht zweitrangig, “weil die Stadt eben keinen strategischen Wert hat, sondern vielmehr geht es darum, wie viel Blut muss die Ukraine hier opfern, um diese Stadt zu erhalten?”. Insgesamt habe sich die militärische Lage in der Ostukraine für die Ukraine nicht deutlich verschlechtert, der Trend sei insgesamt „leicht negativ“. Das größte Problem sei weiterhin das fehlende Personal. Die Front sei „extrem löchrig“. Gady erwartet in der nächsten Zeit aber keine größeren russischen Durchbrüche bzw. einen Kollaps der Frontlinie. Außerdem blickt Gady auf den bevorstehenden Winter und die Zivilbevölkerung. Die kommenden Monate könnten extrem schwierig werden. Er spricht mit Kai auch darüber, welchen Einfluss Tomahawk Marschflugkörper für den Kriegsverlauf hätten. Während die Soldaten an der Front kämpfen, erschüttert die Ukraine ein Korruptionsskandal im Energiesektor. Die Hintergründe und möglichen Auswirkungen u.a. für Wolodymyr Selenskyj beleuchtet Stefan Niemann. Der Skandal, so seine Einschätzung, schade dem Ansehen des ukrainischen Präsidenten im In- und Ausland enorm. Außerdem analysiert und bewertet Stefan den von Union und SPD gefundenen Kompromiss zum neuen Wehrdienstgesetz. Lob und Kritik, alles bitte per Mail an streitkraefte@ndr.de Tote bei russischen Angriffen auf Kiew: https://www.tagesschau.de/ausland/europa/ukraine-angriffe-russland-120.html Pokrowsk – symbolisch wichtiger als strategisch? https://edition.cnn.com/2025/11/08/europe/pokrovsk-ukraine-russia-putin-intl Das Interview mit Franz-Stefan Gady: https://www.ndr.de/nachrichten/info/audio-329896.html Alle Folgen von “Streitkräfte und Strategien”: https://www.ndr.de/nachrichten/info/podcast2998.html Podcast-Tipp: Plusminus-Podcast: Überall Drohnen – Gefahr oder Chance für die Wirtschaft? https://1.ard.de/plusminus-podcast-drohnen?",
ORF News,17.04.2026,Ausgerechnet Trump befeuert Energiewende,https://orf.at/stories/3426835/,"Ausgerechnet US-Präsident Donald Trump, der im eigenen Land stark auf Erdöl setzt und Solar- und Windenergieprojekte auf Eis gelegt hat, könnte mit seiner Politik die globale Energiewende beschleunigen. Der Ölpreisschock durch den Iran-Krieg hat weltweit einen Run auf erneuerbare Energie ausgelöst: Im Gegensatz zum volatilen Ölpreis sind die Kosten dort kalkulierbar, und man reduziert die Versorgungsabhängigkeit.",
NDR Podcast,11.11.2025,"Der Krieg als ""Klimakiller"" (mit Lennard de Klerk)","https://www.ndr.de/nachrichten/info/der-krieg-als-klimakiller-mit-lennard-de-klerk,audio-327028.html","Der russische Angriffskrieg gegen die Ukraine sorgt nicht nur für menschliches Leid. Er verursacht auch erhebliche Umwelt- und Klimaschäden. Der Klimaexperte und Autor einer umfassenden Studie zu dem Thema, Lennard de Klerk, spricht mit Host Stefan Niemann über den CO2-Austoß des Krieges. Der betrage 237 Millionen Tonnen – nach den ersten drei Kriegsjahren. Am meisten Treibhausgase entstünden durch den Treibstoffverbrauch des Militärs. Dazu kommen Emissionen, die durch brennende Wälder, beschädigte Energie-Infrastruktur und umgeleitete Flüge verursacht werden. Der Niederländer de Klerk erläutert darüber hinaus, welche Klimaschäden in Friedenszeiten entstehen, zum Beispiel durch Manöver. Schätzungen zufolge sei das Militär für 5,5 Prozent des weltweiten CO2 Ausstoßes verantwortlich, so der Experte. In der Ukraine geht die systematische Zerstörung der Energieversorgung durch Russlands Terror- und Zermürbungstaktik weiter. Mitten in einem Selenskij-Interview gingen in Kyjiw die Lichter aus. Schwierig bleibt die Lage auch an der Front, vor allen in der heftig umkämpften Stadt Pokrowsk, wie Kai Küstner erklärt. Die ukrainische Führung habe die existenzielle Entscheidung zu fällen, wann der richtige Zeitpunkt zum Rückzug sei, um eine Einkesselung zu vermeiden. Kaum jemand zweifelt daran, dass Pokrowsk fällt, die Frage ist nur wann und wie. Gleichzeitig hat Präsident Selenskyj mit innenpolitischen Problemen zu kämpfen. Ein Korruptionsskandal im Energiesektor erschüttert das Land. Kai berichtet auch über neue Drohnen-Sichtungen – diesmal in Belgien – und den aktuellen Stand in Sachen neuer Wehrdienst. In dieser Woche wollen die Koalitionsfraktionen eine Einigung erzielen. Lob und Kritik, alles bitte per Mail an streitkraefte@ndr.de Strategische Bedeutung von Pokrowsk: https://www.tagesschau.de/ausland/europa/ukraine-krieg-russland-pokrowsk-100.html Anhörung zum neuen Wehrdienst im Bundestag: https://www.youtube.com/watch?v=JPolLmpT2r8 Das Interview mit Lennard de Klerk: https://www.ndr.de/nachrichten/info/audio-326930.html Alle Folgen von “Streitkräfte und Strategien”: https://www.ndr.de/nachrichten/info/podcast2998.html Podcast-Tipp: Weltspiegel Podcast: COP30: Ist der Amazonas-Regenwald noch zu retten? https://www.ardaudiothek.de/episode/urn:ard:episode:689ec368d5da3cfa/",
ORF News,18.04.2026,Laufen als große Party,https://orf.at/stories/3426758/,"Rund 49.000 Laufbegeisterte sind am Wochenende bei zahlreichen Laufveranstaltungen um den Vienna City Marathon am Start. Marathon und Halbmarathon waren bereits Mitte Oktober ausgebucht, so früh wie nie zuvor. Die Vienna-City-Marathon-Läuferschaft wird seit einigen Jahren zunehmend weiblicher und vor allem auch jünger, viele sehen den Sport als Gemeinschaftserlebnis.",
NDR Podcast,17.04.2026,Kommt ein neuer Iran-Atomdeal? (mit Susanne Wiegand),"https://www.ndr.de/nachrichten/info/kommt-ein-neuer-iran-atomdeal-mit-susanne-wiegand,audio-3229544.html","Es ist ein historischer Schritt: Israel und Libanon haben sich auf einen Waffenstillstand geeinigt. Allerdings ist unklar, ob der lang hält und wie sich die Terrormiliz Hisbollah verhalten wird. Über die aktuellen Entwicklungen im Nahen Osten berichtet in dieser Ausgabe von “Streitkräfte und Strategien” Kai Küstner. Im Fokus steht ein mögliches Abkommen mit dem Iran – vor allem über sein Atomprogramm – und die Straße von Hormus. Iran hat mittlerweile angekündigt, die Meerenge wieder zu öffnen und Handelsschiffen die Durchfahrt während der derzeit geltenden Waffenruhe zu erlauben. Die USA halten aber an der Blockade für Schiffe, die iranische Häfen verlassen oder anlaufen wollen, fest. Die Diskussion über die Sicherung der Straße von Hormus geht in Europa weiter. Dabei konkretisiert sich nicht nur, wie eine deutsche Beteiligung aussehen könnte, sondern es treten einmal mehr Differenzen zwischen Deutschland und Frankreich bei der Frage nach der Einbindung der USA zu Tage. Der Angriffskrieg gegen die Ukraine hinterlässt in Russland immer tiefere wirtschaftliche Spuren. Auch muss der Kreml damit leben, dass er nach der Abwahl des ungarischen Regierungschefs Orbán einen wichtigen Verbündeten verloren hat, der weitere Hilfe für die Ukraine blockiert bzw. neue Sanktionen gegen Russland verhindert hat. Trotzdem, so Kai, gibt es bislang kein Anzeichen, dass Putin diesen grausamen Abnutzungskrieg zu beenden gedenkt. Anna Engelke spricht im Interview mit der Topmanagerin im Rüstungsbereich, Susanne Wiegand, über die bemerkenswerte Entwicklung der ukrainischen Verteidigungsindustrie. Die Aufsichtsrätin bei u.a. dem Drohnenhersteller Quantum Systems erklärt, was in der Ukraine unter dem Eindruck des andauernden russischen Angriffskrieges anders läuft als in Deutschland. Das Land produziere mehr als es brauche. Diese Fähigkeit habe der Westen in 30 Jahren Friedensdividende verloren. Wiegand analysiert, warum die Beschaffung neuer Rüstungsgüter trotz des Sondervermögens eher langsam vorangeht und welche Probleme damit einhergehen. Sie beleuchtet das Vorgehen der Politik, aber auch der Industrie, die ebenfalls eine Verantwortung trägt. Man müsse aus alten Verhaltensmustern rauskommen, rät die Managerin. Lob und Kritik, alles bitte per Mail an streitkraefte@ndr.de Interview mit Susanne Wiegand: https://www.ndr.de/nachrichten/info/audio-3229316.html USA wollen Ölsanktionen gegen Russland wieder in Kraft setzen: https://kyivindependent.com/moscow-walks-away-with-billions-as-trumps-russian-oil-waiver-expires/ Alle Folgen von “Streitkräfte und Strategien” https://www.ndr.de/nachrichten/info/podcast2998.html Podcast-Tipp: Being The Beatles – Staffel 2 https://www.ardsounds.de/sendung/urn:ard:show:5d933a937bf865a2/",
ORF News,19.04.2026,Ex-Kampfpilot mischt Karten neu,https://orf.at/stories/3427066/,"Die Bulgaren und Bulgarinnen sind am Sonntag zu einer vorgezogenen Parlamentswahl aufgerufen – zum achten Mal seit 2021. Sieben Premierminister gab es seither, keiner blieb die gesamte Amtszeit. Den aktuellen Wahlkampf mischte der als russlandfreundlich geltende Ex-Präsident, Ex-Kampfpilot und General der Reserve, Rumen Radew, auf. Die Unsicherheit über den weiteren politischen Kurs des Landes ist groß.",
NDR Podcast,07.11.2025,Front ohne Verstärkung - Häuserkampf in Pokrowsk (mit Christian Mölling),"https://www.ndr.de/nachrichten/info/front-ohne-verstaerkung-haeuserkampf-in-pokrowsk-mit-christian-moelling,audio-324440.html","In der neuen Ausgabe spricht Host Anna Engelke mit dem Sicherheitsexperten Christian Mölling über die europäische Rüstungsindustrie. Allerdings sollte man wohl eher von der ""Rüstungsindustrie in Europa"" sprechen. Denn der Senior Advisor am European Policy Center sagt: ""Dass auf dem Kontinent Europa die Grenzen auch bei der Rüstungsindustrie gefallen wären, das ist eben nicht der Fall."" Mölling erklärt, wie es um einen engeren Zusammenschluss der Rüstungsindustrieunternehmen in Europa bestellt ist und warum Deutschland aus seiner Sicht in dem Bereich noch zu langsam unterwegs ist. Der Sicherheitsexperte benennt Probleme und Herausforderungen und beleuchtet die Zusammenarbeit mit den USA in Zeiten von US-Präsident Trump. Wie die Rüstungsindustrie in Europa in zehn Jahren aussehe, hänge, so Mölling, im Wesentlichen davon ab, welche Impulse aus Deutschland kommen. Bei einer Tagung der Bundeswehrführung hat Bundeskanzler Merz die Zielrichtung vorgegeben und mehr Tempo gefordert: ""Wir müssen schnellstmöglich verteidigungsfähig werden."" Die aktuelle Lage in der Ukraine fasst Stefan Niemann zusammen. Russland setzt dort zunehmend modernisierte Gleitbomben ein. Und versucht damit u.a., gezielt die Energie-Infrastruktur zu zerstören. In und rund um die Stadt Pokrowsk leisten ukrainische Soldaten erbitterten Widerstand. Noch ist die Stadt nicht gefallen, es könnte aber aus Sicht von Experten bald soweit sein. Soldaten sprechen von einer sehr schwierigen Situation und hoffen, dass noch rechtzeitig Verstärkung kommt. Allerdings leidet das ukrainische Militär seit Monaten unter erheblichen Personalproblemen, an dem auch Werbemaßnahmen, Prämien und lukrative Verträge nicht viel zu ändern scheinen. Lob und Kritik, alles bitte per Mail an streitkraefte@ndr.de Alle Folgen von “Streitkräfte und Strategien” https://www.ndr.de/nachrichten/info/podcast2998.html Das Interview mit Christian Mölling: https://www.ndr.de/nachrichten/info/audio-324282.html tagesschau.de: Bedingt funkbereit https://www.tagesschau.de/inland/innenpolitik/digitalfunk-bundeswehr-100.html Podcast-Tipp: 11KM Stories – Rape Tapes https://www.ardaudiothek.de/sendung/11km-stories/urn:ard:show:6bb046d00989db56/",
ORF News,20.04.2026,Waffenruhe mit Iran in Gefahr,https://orf.at/stories/3427363/,Wenige Tage vor dem Auslaufen der zweiwöchigen Waffenruhe im Iran-Krieg hat Teheran einer neuen Verhandlungsrunde mit den USA vorerst eine Absage erteilt. Die USA griffen ihrerseits einen iranischen Frachter an.,
NDR Podcast,04.11.2025,Verwirrung um Atomwaffen &amp; Tomahawks (mit Julia Weigelt),"https://www.ndr.de/nachrichten/info/verwirrung-um-atomwaffen-tomahawks-mit-julia-weigelt,audio-321596.html","Erst hat US-Präsident Trump überraschend Atomwaffentests angekündigt, dann hat er Russland und China vorgeworfen, heimlich solche Tests durchzuführen. Was von den Aussagen zu halten ist und wie Peking und Moskau darauf reagieren, fasst Kai Küstner im Gespräch mit Host Stefan Niemann zusammen. Er zeichnet auch den Zick-Zack-Kurs nach, den Trump bei der möglichen Lieferung von Tomahawk-Marschflugkörpern an die Ukraine hingelegt hat. Unterstützung in Form von Patriots bekommt das von Russland angegriffene Land aus Deutschland. Gleichzeitig will die Ukraine in Berlin ein Büro für den Export ihrer Rüstungsgüter sowie eine gemeinsame Waffenproduktion eröffnen. Weitere Themen in dieser Ausgabe von Streitkräfte und Strategien sind die Situation der Kinder in der Ukraine, die wieder aufflammende Diskussion über den neuen Wehrdienst in Deutschland und die aktuelle Lage an der Front. Vor allem in der Stadt Pokrowsk wird sie immer brenzliger für die ukrainische Armee. Kai ordnet ein, welche strategische Bedeutung Pokrowsk noch hat. Außerdem blickt er nach Mali, wo Al-Kaida-Terroristen seit Wochen gezielt Tanklaster angreifen und damit die Militärregierung sowie russische Soldaten unter gewaltigen Druck setzen. Die Bundesregierung rät Deutschen jetzt zur Ausreise aus Mali. Im Schwerpunkt dieser Folge spricht Stefan mit Julia Weigelt über die Frage, ob und unter welchen Umständen Blauhelm-Truppen der Vereinten Nationen eines Tages beim Absichern eines möglichen Waffenstillstandes in der Ukraine helfen könnten. So fern dieses Szenario heute scheinen mag - eine UN-Beteiligung würde auch dem Völkerrecht wieder zu mehr Geltung verhelfen. Lob und Kritik, alles bitte per Mail an streitkraefte@ndr.de Jugendliche und Kinder in russisch besetzten Gebieten: https://www.tagesschau.de/ausland/europa/ukraine-besetzte-gebiete-russland-102.html Aktueller ‘Save the Children’-Report: https://www.savethechildren.de/fileadmin/user_upload/Downloads_Dokumente/Berichte_Studien/2025/stop-the-war-on-children-2025-save-the-children.pdf Völkerrecht und Friedensmissionen (Bundeszentrale für politische Bildung) https://sicherheitspolitik.bpb.de/de/m2/articles/international-law-and-peace-missions Modelle zur Absicherung eines möglichen Waffenstillstandes in der Ukraine (SWP) https://www.swp-berlin.org/publications/products/arbeitspapiere/Arbeitspapier_FG03_02_2025_C_Major_A_Kleemann.pdf Potential European mission in Ukraine: key military factors (International Institute for Strategic Studies) https://www.iiss.org/online-analysis/military-balance/2025/03/potential-european-mission-in-ukraine-key-military-factors/ Terroristen erzeugen Treibstoffkrise in Mali: https://www.jeuneafrique.com/1736988/politique/mali-5-questions-pour-comprendre-la-crise-du-carburant-qui-paralyse-le-pays/ Alle Folgen von “Streitkräfte und Strategien” https://www.ndr.de/nachrichten/info/podcast2998.html Podcast-Tipp: ARD Klima Update https://1.ard.de/ARD_Klima_Update?=cp",
ORF News,21.04.2026,Gegenseitige Drohungen von USA und Iran,https://orf.at/stories/3427472/,"Kurz vor dem Auslaufen der Waffenruhe zwischen dem Iran und den USA ist eine Fortsetzung der Verhandlungen weiter ungewiss. Beide Parteien zeigten sich zuletzt unnachgiebig. Der iranische Parlamentspräsident Mohammed-Bagher Ghalibaf, der die iranische Delegation in der vorigen Runde angeführt hatte, teilte auf X mit, er akzeptiere keine Verhandlungen unter dem Eindruck von Drohungen. Der Iran habe nach der Feuerpause neue militärische Mittel in der Hinterhand. Auch von US-Präsident Donald Trump kamen neue Drohungen.",
NDR Podcast,31.10.2025,Droht erneut ein atomares Wettrüsten? (mit May-Britt Stumbaum),"https://www.ndr.de/nachrichten/info/droht-erneut-ein-atomares-wettruesten-mit-may-britt-stumbaum,audio-319096.html","Putin präsentiert neue Atomwaffen, China baut sein nukleares Arsenal im Rekordtempo aus - und die USA erwägen nach Jahrzehnten die Rückkehr zu Atomtests. Das Wettrüsten scheint wieder Fahrt aufzunehmen. Historisch führten die USA seit 1992 kein Testprogramm mehr durch - zuletzt testete nur Nordkorea. Darüber sprechen die Hosts Stefan Niemann und Anna Engelke in der Sendung heute. Außerdem geht es um das überraschende Treffen zwischen US-Präsident Donald Trump und Chinas Staats- und Parteichef Xi Jinping. Es ist das erste seit sechs Jahren. Welche Rolle spielt Europa im Machtpoker zwischen China und den USA? Darüber spricht Anna Engelke mit China-Expertin Dr. Maybrit Stumbaum. Sie ist Reservistin bei der Luftwaffe und ordnet das Treffen zwischen Donald Trump und Xi Jinping ein: Beim Ukraine-Krieg spiele Peking weiter pro-russisch, um die USA von Asien fernzuhalten. China habe kein Interesse an einem schnellen Kriegsende, zumindest nicht zu Ungunsten Russlands, erklärt Stumbaum. Weiter warnt die Politik-Professorin: Europa droht im Machtspiel der Großmächte zur ""Speisekarte"" statt zum Mitspieler zu werden und müsse geschlossen auftreten, besonders im Umgang mit China. Eine Wiederaufnahme von Atomtests sei zwar überraschend, passe aber zur sicherheitspolitischen Zeitenwende. China rüste sein Atomarsenal rasch auf und könne von einer ""neuen Normalität"" bei Nuklearwaffentests profitieren. Stefan beleuchtet außerdem die militärische Lage in der Ukraine, wo die inzwischen teilweise von russischen Soldaten eroberte Stadt Pokrowsk zu fallen droht. Gleichzeitig gehen Russlands Angriffe auf zivile Ziele in vielen Landesteilen weiter. Wolodymyr Selenskyj ist es gelungen, die Lieferung von bis zu 150 schwedischen Gripen-Kampfjets zu vereinbaren - so soll der Luftraum künftig besser geschützt werden. Auch Russland hat massive Probleme mit der Flugabwehr - die vielen erfolgreichen Angriffe der Ukraine auf Ölanlagen oder Treibstofflager zeugen davon. Lob und Kritik, alles bitte per Mail an streitkraefte@ndr.de Alle Folgen von “Streitkräfte und Strategien” https://www.ndr.de/nachrichten/info/podcast2998.html das Interview mit Dr. Habil. May-Britt U. Stumbaum, Direktorin des SPEAR-Instituts: https://www.ndr.de/nachrichten/info/audio-319076.html SZ-Portrait über May-Britt Stumbaum: ""Bei China war einfach so viel Musik drin"" https://www.sueddeutsche.de/muenchen/starnberg/herrsching-china-sicherheitspolitik-professorin-may-britt-stumbaum-1.6330128 tagesschau.de: Bilanz nach Treffen zwischen Xi und Trump https://www.tagesschau.de/video/video-1520864.html Podcast-Tipp: ARD Klima Update - “Verbrenner-Aus: Wann nehmen E-Autos richtig Fahrt auf?” https://www.ardaudiothek.de/episode/urn:ard:episode:a272d81f968597f8/",
ORF News,22.04.2026,Revolutionsgarde gibt sich angriffsbereit,https://orf.at/stories/3427570/,"Nur wenige Stunden nach einer neuen Drohung mit Bombardements gegenüber dem Iran hat US-Präsident Donald Trump am Dienstag in einer überraschenden Volte kurz vor deren Ablauf eine Verlängerung der Waffenruhe mit dem Iran verkündet – ohne Frist. An der US-Blockade der Straße von Hormus wollte er festhalten. Die iranische Revolutionsgarde reagierte wenig versöhnlich. Sie sei bereit, jeder neuen Aggression zu begegnen. Die britische Seefahrtsbehörde UKMTO meldete Mittwochfrüh den Beschuss eines Containerschiffs vor der Küste von Oman.",
NDR Podcast,21.04.2026,Trump unter Zugzwang (mit Julia Weigelt),"https://www.ndr.de/nachrichten/info/trump-unter-zugzwang-mit-julia-weigelt,audio-3232980.html","Wie geht es im Nahen Osten weiter? Kommt es zu einer zweiten Verhandlungsrunde zwischen dem Iran und den USA? Und setzt US-Präsident Trump diesmal seine Drohung um, bei einer ausbleibenden Vereinbarung den Iran zu ""zerstören""? Es gibt viele Fragen, ein ständiges Hin und Her, eine ""wahnsinnige Achterbahnfahrt"", wie es Host Stefan Niemann in der aktuellen Folge von Streitkräfte und Strategien ausdrückt. Kai Küstner fasst die aktuellen Entwicklungen im Nahen Osten zusammen. Weil die Straße von Hormus blockiert bleibe, gerate Donald Trump zunehmend unter Zugzwang. ""Er hält wenig Trümpfe in der Hand, trotz der militärischen Überlegenheit."" Kai blickt auf die Lage im Libanon und die Situation in der Ukraine. Präsident Selenskyj bemängelt, dass die US-Regierung die Sanktionserleichterungen gegenüber Russland verlängert hat. Und er beklagt es als ""respektlos"", dass die US-Unterhändler Witkoff und Kushner zwar immer wieder Moskau, aber noch nie die Ukraine besucht hätten. Neue Verhandlungen zwischen Ukraine und Russland sind nicht in Sicht. An der Front rückt die russische Armee zwar vor, aber sehr viel langsamer als im vergangenen Jahr. Im Schwerpunkt dieser Folge geht es um kollektive Traumata, ein Thema, mit dem sich Julia Weigelt intensiv beschäftigt hat. Was Menschen durch Kriege erleiden, kann noch die Generationen nach ihnen belastend prägen. Zum Beispiel in der Ukraine. Julia erklärt, wie individuelles und kollektives Trauma zusammenhängen, welche Auslöser und Symptome es gibt und wie Strategien zum Umgang damit aussehen. Außerdem blickt Julia auf Deutschland, wo Menschen mit Fluchterfahrungen und Traumata zu kämpfen haben. Lob und Kritik, alles bitte per Mail an streitkraefte@ndr.de Transgenerationales Trauma (LMU München) https://www.lmu.de/de/newsroom/newsuebersicht/news/traumata-schweres-erbe-006a5f70.html#:~:text=Das%20Trauma%20der%20Flucht:&text=Aus%20heutiger%20Sicht%20ist%20es,traumatischen%20Erfahrung%20an%20nachfolgende%20Generationen. Dokumentationszentrum Flucht, Vertreibung, Versöhnung in Berlin https://www.flucht-vertreibung-versoehnung.de/ Trump aus Krisensitzungen ausgeschlossen laut WSJ https://www.wsj.com/politics/national-security/trump-public-bravado-private-fear-59814dca Podcast-Tipp: Machtfragen – Das sicherheitspolitische Update https://www.ardsounds.de/sendung/urn:ard:show:538f5e6323217a4b/ Alle Folgen von ""Streitkräfte und Strategien"" https://www.ndr.de/nachrichten/info/podcast2998.html",
ORF News,23.04.2026,EU-Gipfel mit erweitertem Kreis,https://orf.at/stories/3427594/,"Am Donnerstag treffen sich die Staats- und Regierungschefinnen und -chefs der EU-Länder in Zypern zu einem zweitägigen informellen Gipfel. Neben dem umstrittenen Thema des nächsten EU-Budgets stehen vor allem der Iran-Krieg und die hohen Energiepreise auf der Agenda. Die langjährigen Beziehungen des Gastgeberlandes Zypern zu arabischen Ländern dürften der EU dabei zugutekommen. Eingeladen sind auch Vertreter aus dem Libanon, Syrien, Jordanien, Ägypten sowie den Golfstaaten.",
NDR Podcast,28.10.2025,"Putins ""Sturmvogel"" - Wunderwaffe oder Propaganda? (mit Janis Kluge)","https://www.ndr.de/nachrichten/info/putins-sturmvogel-wunderwaffe-oder-propaganda-mit-janis-kluge,audio-316778.html","Ein Vogel, der Angst und Schrecken verbreiten soll: Mit dem neuen, nuklearbetriebenen Marschflugkörper ""Burevestnik"" - zu Deutsch: ""Sturmvogel"" - will Russlands Machthaber militärische Stärke demonstrieren. An Tag 1343 des russischen Angriffskrieges gegen die Ukraine beleuchten Kai Küstner und Stefan Niemann, was hinter dem martialischen Auftreten Putins in Tarnuniform und der stolz im Staatsfernsehen präsentierten Wunderwaffe steckt. Ist die Atommacht Russland wirtschaftlich verwundbar und somit ein Scheinriese? Während der Kreml mit dem neuen Marschflugkörper bedrohlich die Muskeln spielen lässt, wächst zugleich der Druck von außen: US-Präsident Trump hat erstmals direkte Sanktionen gegen russische Energiekonzerne verhängt - und spricht von einem ""tremendous impact"". Gleichzeitig verschärft Russland seine Angriffe auf ukrainische Städte und Dörfer. UN-Ermittler sprechen inzwischen von einer regelrechten Drohnenjagd auf Zivilisten. Viele Menschen hätten deshalb Frontgebiete verlassen. Außerdem spricht Kai Küstner mit dem Wirtschaftswissenschaftler der Stiftung Wissenschaft und Politik (SWP), Janis Kluge, über die US-Sanktionen. Russland-Kenner Kluge erklärt, warum er die Maßnahmen gegen Rosneft und Lukoil für richtig hält, diese aber Russlands Wirtschaft ""wohl nicht in ihren Grundfesten erschüttern"". Wie widerstandsfähig ist Putins Kriegswirtschaft, wie lange kann Russland sich den Krieg leisten - und warum bleibt ein baldiges Kriegsende trotzdem unrealistisch? Lob und Kritik, alles bitte per Mail an streitkraefte@ndr.de Alle Folgen von “Streitkräfte und Strategien”: https://www.ndr.de/nachrichten/info/podcast2998.html Interview mit Janis Kluge: Warum Sanktionen wirken - aber den Krieg nicht stoppen https://www.ndr.de/nachrichten/info/audio-316720.html Russlands “Sturmvogel” - Experten zweifeln https://www.dw.com/de/wie-viel-propaganda-steckt-hinter-putins-atom-rakete-burewestnik-sturmvogel-nuklear-waffe-nato/a-74514291 Podcast-Tipp: Weltspiegel Podcast “USA-China: Machtkampf um Taiwan” https://www.ardaudiothek.de/episode/urn:ard:episode:c8f8acdce9706bad/",
ORF News,24.04.2026,Waffenruhe im Libanon verlängert,https://orf.at/stories/3427794/,"Wenige Tage vor dem Auslaufen der brüchigen Waffenruhe zwischen Israel und dem Libanon hat US-Präsident Donald Trump ihre Verlängerung bekanntgegeben. „Die Waffenruhe zwischen Israel und dem Libanon wird um drei Wochen verlängert werden“, teilte Trump am Donnerstag in seinem Onlinedienst Truth Social mit. Die proiranische Hisbollah-Miliz äußerte sich nicht dazu.",
NDR Podcast,24.10.2025,Trump und Putin: Sanktionen statt Gipfel (mit Benedikt Strunz),"https://www.ndr.de/nachrichten/info/trump-und-putin-sanktionen-statt-gipfel-mit-benedikt-strunz,audio-314228.html","So plötzlich, wie ein Treffen zwischen US-Präsident Trump und Russlands Präsident Putin in Budapest vergangene Woche noch angekündigt wurde, so schnell ist es schon wieder vom Tisch. An Tag 1339 des russischen Angriffskrieges gegen die Ukraine sprechen die Hosts Kai Küstner und Stefan Niemann darüber in diesem Podcast: Trump wolle kein ""vergeudetes Treffen"", wenn Russland nicht bereit sei, von seinen Maximalforderungen abzuweichen: Keine NATO-Präsenz in der Ukraine und somit keine Sicherheitsgarantien für das Land, kein Einfrieren der Frontlinien - auch nichteroberte Gebiete sollen russisch werden. Stattdessen hat Trump Sanktionen gegen die zwei größten russischen Ölkonzerne Rosneft und Lukoil verhängt. Es sind die ersten direkten Strafmaßnahmen seit seinem Amtsantritt. Welche Folgen das nicht nur für US-Firmen, sondern auch für Werften und Banken in Drittländern hat, analysieren wir in dieser Ausgabe. Und NDR Kollege Benedikt Strunz berichtet von der Arbeit des Recherche-Verbunds aus NDR/WDR/SZ zu ""Russian Secrets"": Jahrelang unbemerkt hat Russland ein System namens ""Harmonie"" in der Arktis aufgebaut, eine Art Alarmanlage, mit dem es seine Atom-U-Boote schützt. ""Am Grund der Barentssee sind hunderte Kilometer von Kabelnetzen, die mit ganz sensibler Sensorik verbaut sind und diese Sensorik sorgt dafür, dass sie auf sehr weite Strecken kleinste akustische Signale empfangen kann"", erklärt der Investigativ-Reporter. Geräusche ausländischer U-Boot-Antriebswellen können so erkannt und geortet werden. Besonders pikant: Die dafür benötigte Technik wie Unterwasser-Sonare, Antennen und Glasfaserkabel wurden von Firmen in der EU, den USA, Japan und Kanada geliefert, so Benedikt: ""Den Russen war es möglich, wirklich über Jahre unerkannt im Westen einzukaufen"". Wie es dazu kommen konnte, wie das in Zukunft vermieden werden soll und inwiefern die militärstrategische Zukunft in der Tiefsee liegt - auch darum geht es in dieser Folge. Lob und Kritik, alles bitte per Mail an streitkraefte@ndr.de Alle Folgen von ""Streitkräfte und Strategien"" https://www.ndr.de/nachrichten/info/podcast2998.html ARD Doku: ""Russian Secrets. So schützt Putin seine Atomwaffen"" https://1.ard.de/russian_secrets ""11KM - der tagesschau-Podcast"": Russian Secrets - Auf den Spuren des geheimen Späh-Systems in der Arktis https://1.ard.de/11KM_Russian_Secrets?=cp tagesschau: ""Neue US-Sanktionen gegen russische Ölkonzerne"" https://www.tagesschau.de/ausland/amerika/usa-sanktionen-oelkonzerne-russland-100.html ""Daily Telegraph""- Reportage über Major Laziuk https://www.telegraph.co.uk/world-news/2025/10/23/man-with-worst-job-in-ukraine/ Mediazona-Analyse zu Todeszahlen auf russischer Seite https://en.zona.media/article/2025/10/10/casualties_eng-trl Podcast-Tipp: ""Synapsen""-Folge ""Atmen - die unterschätzte Superkraft"" https://www.ardaudiothek.de/episode/urn:ard:episode:d10f8522b1ff6605/",
